assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,40387,0,0,-1,1,0.0,0,3,0.0,0.0,0,Dan,0.0,0,0,0.0,81,False,0.0,0,Hip injury - Expected back 02 Nov,2019-07-30T10:30:13.907385Z,49,0,0,0,40387.jpg,0.0,0,0,Gosling,0.0,False,None,i,3,91,0.0,0,47,3,622,66,0.0,0.0,Gosling,0
0,0,42,None,None,0,152551,-1,1,-1,1,9.1,0,3,1.5,1.5,1,Jefferson,1.5,8,0,5.8,82,False,39.6,360,,None,49,0,0,0,152551.jpg,1.5,0,0,Lerma,0.2,False,None,a,3,91,10.0,6,4312,439,7804,986,0.3,1.2,Lerma,2
0,0,0,None,None,0,154131,0,0,-1,1,0.0,0,2,0.0,0.0,0,Jack,0.0,0,0,0.0,446,False,0.0,0,,None,44,0,0,0,154131.jpg,0.0,0,0,Stacey,0.1,False,None,a,3,91,0.0,0,523,102,4133,327,0.0,0.0,Stacey,0
0,0,43,None,None,0,168991,0,0,0,0,30.5,0,3,1.2,1.2,1,Philip,1.2,7,0,10.8,476,False,61.4,315,,None,50,0,0,0,168991.jpg,1.2,0,0,Billing,0.2,False,None,a,3,91,16.0,5,4599,427,6161,716,0.2,1.0,Billing,2
0,0,0,0,0,0,220307,0,0,-1,1,0.0,0,3,0.0,0.0,0,Arnaut,0.0,0,0,0.0,492,False,0.0,0,Foot injury - Unknown return date,2019-08-12T10:00:14.019366Z,59,0,0,0,220307.jpg,0.0,0,0,Danjuma Groeneveld,0.0,False,None,i,3,91,0.0,0,166,7,3264,156,0.0,0.0,Danjuma,0
0,0,60,None,None,0,225321,0,0,0,0,0.0,0,1,2.0,2.0,1,Aaron,2.0,8,0,8.2,494,False,81.6,360,,None,45,0,0,0,225321.jpg,2.0,0,12,Ramsdale,0.3,False,None,a,3,91,0.0,8,18116,1672,7068,1018,0.4,1.8,Ramsdale,0
0,1,59,None,None,0,153682,0,0,0,0,45.5,0,3,4.0,4.0,2,Harry,4.0,5,2,20.6,505,False,76.8,191,,None,60,0,0,0,153682.jpg,5.3,0,0,Wilson,2.9,False,None,a,3,91,83.0,16,173037,23185,66976,15736,0.7,2.7,Harry Wilson,0
0,0,52,None,None,1,61933,0,0,0,0,1.2,0,2,1.7,0.7,0,Shane,2.2,3,0,5.5,37,False,42.8,270,,None,50,0,0,0,61933.jpg,3.0,0,0,Duffy,2.4,False,None,a,4,36,11.0,9,26524,2076,55379,9025,0.4,1.8,Duffy,0
0,0,52,None,None,1,86153,0,0,0,0,57.8,0,2,1.5,0.5,0,Martín,2.0,7,0,13.5,38,False,60.6,360,,None,45,0,0,0,86153.jpg,2.0,0,0,Montoya,0.9,False,None,a,4,36,16.0,8,41050,1990,28847,3719,0.4,1.8,Montoya,1
0,0,14,None,None,0,209362,0,0,0,0,16.2,0,2,0.0,-1.0,1,Bernardo,0.5,3,0,2.9,39,False,10.8,67,,None,45,0,0,0,209362.jpg,1.0,0,0,Fernandes da Silva Junior,0.2,False,None,a,4,36,2.0,2,1008,261,3359,362,0.1,0.4,Bernardo,0
0,0,0,None,None,0,52484,0,0,-1,1,0.0,0,2,-0.5,-1.5,0,Leon,0.0,0,0,0.0,40,False,0.0,0,,None,44,0,0,0,52484.jpg,0.0,0,0,Balogun,0.1,False,None,a,4,36,0.0,0,502,108,2140,246,0.0,0.0,Balogun,0
0,0,0,None,None,0,42748,0,0,-1,1,0.0,0,2,-0.5,-1.5,0,Gaëtan,0.0,0,0,0.0,41,False,0.0,0,,None,44,0,0,0,42748.jpg,0.0,0,0,Bong,0.1,False,None,a,4,36,0.0,0,706,150,3407,370,0.0,0.0,Bong,0
1,4,86,None,None,1,83299,0,0,1,-1,15.3,1,2,3.0,2.0,-1,Lewis,3.5,7,0,11.7,42,False,91.6,360,,None,46,0,0,0,83299.jpg,3.5,0,0,Dunk,11.5,False,None,a,4,36,10.0,14,395156,18954,175872,33727,0.8,3.0,Dunk,2
0,0,0,0,0,0,178173,0,0,-1,1,0.0,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,43,False,0.0,0,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,2019-08-02T11:00:13.040927Z,44,0,0,0,178173.jpg,0.0,0,0,Clarke,0.0,False,None,n,4,36,0.0,0,91,5,784,56,0.0,0.0,Clarke,0
0,0,12,None,None,1,20529,-1,1,-2,2,26.8,0,4,1.0,0.0,1,Glenn,1.5,3,0,4.5,44,False,4.4,175,,None,58,0,0,0,20529.jpg,1.5,0,0,Murray,1.7,False,None,a,4,36,16.0,6,30296,1213,138898,12688,0.3,1.0,Murray,0
0,0,5,0,0,1,106757,0,0,-1,1,1.3,0,4,0.0,0.0,0,Jürgen,0.8,1,0,3.3,45,False,3.2,85,Joined TSG Hoffenheim on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-29T13:00:09.129312Z,54,0,0,0,106757.jpg,1.5,0,0,Locadia,0.2,False,None,n,4,36,30.0,3,6257,16,17320,2714,0.1,0.6,Locadia,0
0,1,20,0,0,0,93284,0,0,0,0,11.3,0,4,0.0,0.0,0,Florin,1.2,2,1,7.6,46,False,45.0,71,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-08-24T16:30:09.164349Z,50,0,0,0,93284.jpg,1.7,1,0,Andone,1.2,False,None,n,4,36,21.0,5,158577,313,142897,17579,0.2,1.0,Andone,0
0,2,73,None,None,1,131897,0,0,1,-1,0.0,0,1,2.5,1.5,0,Mathew,3.0,7,0,8.1,47,False,81.4,360,,None,46,0,0,0,131897.jpg,3.0,0,9,Ryan,13.9,False,None,a,4,36,0.0,12,289200,7364,210699,34205,0.7,2.6,Ryan,0
0,0,0,None,None,0,50093,0,0,0,0,0.0,0,1,-0.5,-1.5,0,David,0.0,0,0,0.0,48,False,0.0,0,,None,40,0,0,0,50093.jpg,0.0,0,0,Button,25.5,False,None,a,4,36,0.0,0,219106,32436,194553,22657,0.0,0.0,Button,0
1,1,43,None,None,1,60307,0,0,0,0,99.3,0,3,2.3,1.3,1,Pascal,2.8,3,0,15.8,49,False,28.0,184,,None,65,0,0,0,60307.jpg,2.8,0,0,Groß,0.9,False,None,a,4,36,31.0,11,56063,721,53374,6672,0.4,1.7,Groß,0
0,0,0,None,None,0,165210,0,0,-1,1,0.0,0,3,-0.5,-1.5,0,Alireza,0.0,0,0,0.0,50,False,0.0,0,,None,59,0,0,0,165210.jpg,0.0,0,0,Jahanbakhsh,0.1,False,None,a,4,36,0.0,0,387,33,2979,261,0.0,0.0,Jahanbakhsh,0
0,0,0,0,0,0,167473,0,0,0,0,0.0,0,3,0.0,0.0,0,José Heriberto,0.0,0,0,0.0,51,False,0.0,0,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,55,0,0,0,167473.jpg,0.0,0,0,Izquierdo Mena,0.0,False,None,i,4,36,0.0,0,54,4,121,14,0.0,0.0,Izquierdo,0
0,0,0,0,0,0,83543,0,0,-1,1,0.0,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,52,False,0.0,0,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,2019-07-21T20:00:14.555249Z,54,0,0,0,83543.jpg,0.0,0,0,Knockaert,0.0,False,None,n,4,36,0.0,0,87,14,615,47,0.0,0.0,Knockaert,0
0,0,0,50,0,0,227127,0,0,0,0,0.0,0,3,-0.2,0.0,0,Yves,0.0,0,0,0.0,53,False,0.0,0,Shoulder injury - 50% chance of playing,2019-06-25T11:30:06.944296Z,50,0,0,0,227127.jpg,0.0,0,0,Bissouma,0.0,False,None,d,4,36,0.0,0,52,10,124,11,0.0,0.0,Bissouma,0
1,0,57,None,None,1,66242,0,0,0,0,33.5,0,3,2.5,1.5,2,Davy,3.0,7,0,14.1,54,False,70.6,360,,None,50,0,0,0,66242.jpg,3.0,0,0,Pröpper,0.8,False,None,a,4,36,36.0,12,74472,2107,45091,4606,0.6,2.4,Pröpper,0
0,0,49,None,None,1,109345,-1,1,-1,1,74.3,0,3,1.7,0.7,2,Solomon,2.2,6,0,20.5,55,False,62.2,337,,None,49,0,0,0,109345.jpg,2.2,0,0,March,0.4,False,None,a,4,36,68.0,9,7414,787,15961,1664,0.4,1.8,March,0
0,0,0,0,0,0,38490,0,0,-1,1,0.0,0,3,0.0,0.0,0,Beram,0.0,0,0,0.0,56,False,0.0,0,Joined Charlton Athletic on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T22:00:09.076501Z,44,0,0,0,38490.jpg,0.0,0,0,Kayal,0.1,False,None,n,4,36,0.0,0,1071,269,3604,374,0.0,0.0,Kayal,0
0,0,55,None,None,1,40845,0,0,0,0,19.0,0,3,1.7,0.7,2,Dale,2.2,6,0,9.1,57,False,53.2,347,,None,45,0,0,0,40845.jpg,2.2,0,0,Stephens,3.0,False,None,a,4,36,19.0,9,74324,6685,79195,10302,0.5,2.0,Stephens,0
0,0,40,None,None,0,116216,0,0,0,0,87.1,0,3,2.3,1.3,2,Leandro,2.8,6,1,25.5,421,False,57.8,247,,None,60,0,0,0,116216.jpg,3.7,0,0,Trossard,0.8,False,None,a,4,36,111.0,11,43071,3352,40318,4842,0.5,1.8,Trossard,0
0,0,57,None,None,1,78916,0,0,0,0,40.7,0,2,1.7,0.7,0,Dan,2.2,7,0,11.8,475,False,58.2,360,,None,45,0,0,0,78916.jpg,2.2,0,0,Burn,0.2,False,None,a,4,36,20.0,9,10393,869,5099,871,0.5,2.0,Burn,0
0,0,15,None,None,0,110735,0,0,-1,1,0.8,0,2,-0.5,-1.5,0,Adam,0.0,4,0,2.1,493,False,18.4,90,,None,44,0,0,0,110735.jpg,0.0,0,0,Webster,0.1,False,None,a,4,36,2.0,0,475,226,2342,255,0.0,0.0,Webster,0
0,1,33,None,None,0,115382,0,0,0,0,31.4,0,4,2.3,1.3,2,Neal,2.8,4,1,21.3,502,False,45.2,188,,None,60,0,0,0,115382.jpg,2.8,0,0,Maupay,0.5,False,None,a,4,36,136.0,11,43075,1854,38884,3806,0.5,1.8,Maupay,0
0,0,3,None,None,0,74471,-1,1,-1,1,0.5,0,3,-0.3,-1.3,0,Aaron,0.2,0,0,0.1,516,False,0.2,5,,None,49,0,0,0,74471.jpg,1.0,0,0,Mooy,0.2,False,None,a,4,36,0.0,1,3420,203,10192,984,0.0,0.2,Mooy,0
0,0,1,None,None,0,233425,0,0,0,0,0.1,0,4,0.6,-0.4,1,Aaron,1.0,1,0,0.0,534,False,0.2,24,,None,45,0,0,0,233425.jpg,1.0,0,0,Connolly,0.1,False,None,a,4,36,0.0,1,5900,5900,1088,1088,0.2,0.2,Connolly,0
0,0,57,None,None,1,51927,0,0,0,0,21.2,0,2,3.0,1.5,1,Ben,2.5,6,0,14.4,83,False,85.8,360,,None,50,0,0,0,51927.jpg,2.5,0,0,Mee,0.9,False,None,a,5,90,37.0,10,12805,4138,15036,2430,0.5,2.0,Mee,0
0,0,54,100,100,1,17761,0,0,0,0,1.4,0,2,2.7,1.2,1,James,2.2,6,0,17.5,84,False,82.8,360,,2019-08-03T18:30:13.047591Z,50,0,0,0,17761.jpg,2.2,0,0,Tarkowski,1.6,False,None,a,5,90,91.0,9,19169,6163,27477,4109,0.4,1.8,Tarkowski,1
0,0,59,None,None,1,68983,0,0,0,0,74.4,0,2,3.0,1.5,1,Matthew,2.5,6,0,14.5,85,False,66.6,360,,None,45,0,0,0,68983.jpg,2.5,0,0,Lowton,0.5,False,None,a,5,90,3.0,10,23163,7428,11068,2287,0.6,2.2,Lowton,0
0,0,0,None,None,0,17997,-1,1,-1,1,0.0,0,2,0.5,-1.0,0,Phil,0.0,0,0,0.0,86,False,0.0,0,,None,44,0,0,0,17997.jpg,0.0,0,0,Bardsley,0.2,False,None,a,5,90,0.0,0,1006,191,3764,406,0.0,0.0,Bardsley,0
0,0,0,None,None,0,103914,0,0,-1,1,0.0,0,2,0.5,-1.0,0,Charlie,0.0,0,0,0.0,87,False,0.0,0,,None,44,0,0,0,103914.jpg,0.0,0,0,Taylor,0.8,False,None,a,5,90,0.0,0,2390,387,44150,3218,0.0,0.0,Taylor,0
0,0,0,100,100,0,41674,0,0,0,0,0.0,0,2,0.5,-1.0,0,Kevin,0.0,0,0,0.0,88,False,0.0,0,,2019-08-04T11:00:17.994252Z,45,0,0,0,41674.jpg,0.0,0,0,Long,0.1,False,None,a,5,90,0.0,0,1182,290,3372,472,0.0,0.0,Long,0
0,0,0,100,100,0,83312,0,0,0,0,0.0,0,2,0.5,-1.0,0,Ben,0.0,0,0,0.0,89,False,0.0,0,,2019-07-31T00:00:11.168991Z,40,0,0,0,83312.jpg,0.0,0,0,Gibson,3.0,False,None,a,5,90,0.0,0,32496,9183,52471,6582,0.0,0.0,Gibson,0
0,4,103,None,None,2,44699,0,0,2,-2,11.5,1,4,7.3,5.8,2,Ashley,6.8,4,4,34.8,90,False,145.0,322,,None,67,0,0,0,44699.jpg,6.8,0,0,Barnes,11.0,False,None,a,5,90,198.0,27,755474,112875,222010,56460,1.0,4.0,Barnes,1
0,0,5,None,None,1,60689,0,0,-2,2,40.5,0,4,2.0,0.5,0,Chris,1.5,5,0,14.7,91,False,10.8,330,,None,63,1,0,0,60689.jpg,1.5,0,0,Wood,0.6,False,None,a,5,90,98.0,6,9645,2403,72414,4872,0.2,1.0,Wood,0
0,0,0,None,None,0,81183,0,0,-1,1,0.0,0,4,0.5,-1.0,0,Matej,0.0,0,0,0.0,92,False,0.0,0,,None,54,0,0,0,81183.jpg,0.0,0,0,Vydra,0.1,False,None,a,5,90,0.0,0,1496,201,3193,382,0.0,0.0,Vydra,0
0,1,89,100,100,1,98747,1,-1,1,-1,20.3,0,1,4.3,2.8,2,Nick,3.8,6,0,14.3,93,False,121.2,360,,2019-07-31T00:00:11.182051Z,46,0,0,0,98747.jpg,3.8,0,17,Pope,11.8,False,None,a,5,90,2.0,15,440756,88117,120711,13372,0.8,3.3,Pope,0
0,0,0,None,None,0,15749,0,0,-1,1,0.0,0,1,0.5,-1.0,0,Joe,0.0,0,0,0.0,95,False,0.0,0,,None,44,0,0,0,15749.jpg,0.0,0,0,Hart,1.6,False,None,a,5,90,0.0,0,8100,1927,44043,4500,0.0,0.0,Hart,0
0,1,51,50,25,2,60586,0,0,0,0,107.4,0,3,2.0,0.6,0,Johann Berg,3.5,2,1,22.1,96,False,67.8,226,Calf injury - 50% chance of playing,2019-08-25T18:00:16.403317Z,60,0,0,0,60586.jpg,4.7,0,0,Gudmundsson,1.0,False,None,d,5,90,46.0,14,78213,149,78054,12975,0.6,2.3,Gudmundsson,0
2,0,60,75,None,2,433154,0,0,0,0,81.8,0,3,4.5,3.0,2,Dwight,4.0,5,0,19.3,97,False,49.4,348,Knock - 75% chance of playing,2019-09-02T15:30:13.104908Z,60,0,0,0,433154.jpg,4.0,0,0,McNeil,0.4,False,None,d,5,90,62.0,16,12780,3801,13788,2918,0.7,2.7,McNeil,0
0,0,0,0,0,0,90517,0,0,0,0,0.0,0,3,0.0,0.0,0,Robbie,0.0,0,0,0.0,98,False,0.0,0,Rib Injury - Unknown return date,2019-07-31T00:00:11.195874Z,55,0,0,0,90517.jpg,0.0,0,0,Brady,0.0,False,None,i,5,90,0.0,0,115,11,875,81,0.0,0.0,Brady,0
0,0,0,0,0,0,39847,0,0,0,0,0.0,0,3,0.0,0.0,0,Steven,0.0,0,0,0.0,99,False,0.0,0,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,0,0,0,39847.jpg,0.0,0,0,Defour,0.0,False,None,u,5,90,0.0,0,50,12,147,18,0.0,0.0,Defour,0
0,0,2,None,None,0,83314,0,0,-1,1,0.0,0,3,0.7,-0.8,0,Jeff,0.2,1,0,0.0,100,False,0.0,4,,None,54,0,0,0,83314.jpg,1.0,0,0,Hendrick,0.1,False,None,a,5,90,0.0,1,475,96,2504,275,0.0,0.2,Hendrick,0
0,0,47,None,None,1,60551,0,0,-1,1,79.7,0,3,2.7,1.2,2,Ashley,2.2,6,0,13.3,101,False,48.6,360,,None,54,0,0,0,60551.jpg,2.2,0,0,Westwood,0.6,False,None,a,5,90,5.0,9,4758,934,22793,2186,0.4,1.7,Westwood,0
0,0,42,None,None,1,40145,0,0,0,0,27.1,0,3,2.7,1.2,2,Jack,2.2,6,0,9.3,102,False,36.2,360,,None,50,0,0,0,40145.jpg,2.2,0,0,Cork,0.3,False,None,a,5,90,30.0,9,6952,864,7661,1073,0.4,1.8,Cork,0
0,0,0,100,100,0,61603,0,0,0,0,0.0,0,3,0.5,-1.0,0,Daniel,0.0,0,0,0.0,120,False,0.0,0,,2019-08-15T14:00:16.210590Z,45,0,0,0,61603.jpg,0.0,0,0,Drinkwater,1.4,False,None,a,5,90,0.0,0,15101,1548,76064,4462,0.0,0.0,Drinkwater,0
0,0,15,None,None,0,17349,0,0,-1,1,3.0,0,3,1.5,0.0,2,Aaron,1.0,4,0,1.4,430,False,8.4,138,,None,49,0,0,0,17349.jpg,1.0,0,0,Lennon,0.1,False,None,a,5,90,2.0,4,1610,460,4420,464,0.2,0.8,Lennon,1
2,2,80,None,None,1,39487,0,0,1,-1,43.0,1,2,5.0,3.5,1,Erik,4.5,6,0,14.6,447,False,99.6,360,,None,46,0,0,0,39487.jpg,4.5,0,0,Pieters,8.2,False,None,a,5,90,3.0,18,503505,85941,127425,24492,1.0,3.9,Pieters,0
0,0,7,None,None,0,44683,0,0,-2,2,0.6,0,4,1.5,0.0,1,Jay,1.0,3,0,3.4,451,False,6.2,64,,None,58,0,0,0,44683.jpg,1.0,0,0,Rodriguez,0.2,False,None,a,5,90,27.0,4,3463,441,17803,1418,0.2,0.7,Rodriguez,0
0,0,0,None,None,0,220037,0,0,0,0,0.0,0,1,0.5,-1.0,0,Bailey,0.0,0,0,0.0,495,False,0.0,0,,None,45,0,0,0,220037.jpg,0.0,0,0,Peacock-Farrell,0.1,False,None,a,5,90,0.0,0,428,93,1251,172,0.0,0.0,Peacock-Farrell,0
0,0,2,None,None,0,82263,-1,1,-3,3,0.0,0,2,0.7,1.2,0,Marcos,0.2,0,0,0.4,103,False,2.0,1,,None,62,0,0,0,82263.jpg,1.0,0,0,Alonso,2.4,False,None,a,6,8,2.0,1,12663,1886,168743,17562,0.0,0.2,Alonso,0
0,0,0,50,0,0,102380,0,0,0,0,0.0,0,2,0.2,0.0,0,Antonio,0.0,0,0,0.0,104,False,0.0,0,Lack of match fitness - 50% chance of playing,2019-06-25T11:30:07.053434Z,60,0,0,0,102380.jpg,0.0,0,0,Rüdiger,0.1,False,None,d,6,8,0.0,0,1227,213,3579,453,0.0,0.0,Rüdiger,0
1,0,67,None,None,0,41328,0,0,0,0,100.9,0,2,2.3,2.8,1,César,1.8,9,0,23.2,105,False,100.0,360,,None,60,0,0,0,41328.jpg,1.8,0,0,Azpilicueta,6.5,False,None,a,6,8,31.0,7,47733,3970,158191,26946,0.3,1.2,Azpilicueta,0
0,0,71,None,None,0,109533,0,0,0,0,98.8,0,2,1.5,2.0,1,Emerson,1.0,9,0,27.6,107,False,102.4,360,,None,55,0,0,0,109533.jpg,1.0,0,0,Palmieri dos Santos,2.7,False,None,a,6,8,74.0,4,149293,8411,70786,17127,0.2,0.7,Emerson,0
0,0,44,None,None,0,135363,0,0,0,0,2.6,0,2,1.3,1.8,0,Andreas,0.8,7,0,8.3,108,False,61.0,270,,None,50,0,0,0,135363.jpg,1.0,0,0,Christensen,1.3,False,None,a,6,8,19.0,3,44695,2589,36995,9226,0.2,0.6,Christensen,0
0,0,0,0,0,0,105700,0,0,-1,1,0.0,0,2,0.0,0.0,0,Davide,0.0,0,0,0.0,109,False,0.0,0,Joined Roma on loan until the end of January on 21/8. - Expected back 01 Feb,2019-08-21T19:30:16.936375Z,44,0,0,0,105700.jpg,0.0,0,0,Zappacosta,0.3,False,None,n,6,8,0.0,0,2505,92,20791,2092,0.0,0.0,Zappacosta,0
0,0,13,None,None,1,44346,-1,1,-2,2,46.8,0,4,1.5,2.0,0,Olivier,1.0,2,0,7.9,110,False,12.4,100,,None,68,0,0,0,44346.jpg,1.3,0,0,Giroud,1.6,False,None,a,6,8,21.0,4,50098,1145,120917,15955,0.1,0.6,Giroud,0
0,0,60,None,None,0,109745,0,0,0,0,0.0,0,1,1.7,2.2,1,Kepa,1.2,9,0,6.4,111,False,64.2,360,,None,55,0,0,0,109745.jpg,1.2,0,8,Arrizabalaga,5.2,False,None,a,6,8,0.0,5,99939,3278,118686,24482,0.2,0.9,Kepa,0
0,0,0,None,None,0,20310,0,0,-1,1,0.0,0,1,0.5,1.0,0,Willy,0.0,0,0,0.0,112,False,0.0,0,,None,49,0,0,0,20310.jpg,0.0,0,0,Caballero,0.2,False,None,a,6,8,0.0,0,1460,147,5778,673,0.0,0.0,Caballero,0
0,0,11,100,100,0,47431,0,0,0,0,4.1,0,3,1.3,1.8,1,Willian,0.8,1,0,1.8,113,False,4.4,55,,2019-07-30T11:00:13.285605Z,70,0,0,0,47431.jpg,1.0,0,0,Borges Da Silva,0.7,False,None,a,6,8,10.0,3,15579,2209,30149,4587,0.1,0.4,Willian,0
0,0,26,50,0,0,49579,0,0,0,0,82.1,0,3,0.8,0.0,0,Pedro,1.0,5,0,14.3,114,False,32.4,180,Hamstring injury - 50% chance of playing,2019-08-24T13:30:14.550162Z,70,0,0,0,49579.jpg,2.0,0,0,Rodríguez Ledesma,1.9,False,None,d,6,8,29.0,4,112356,235,204248,22636,0.1,0.6,Pedro,0
0,0,0,0,0,0,126187,0,0,-1,1,0.0,0,3,0.0,0.0,0,Ruben,0.0,0,0,0.0,115,False,0.0,0,Achilles injury - Unknown return date,2019-06-25T11:30:07.068350Z,64,0,0,0,126187.jpg,0.0,0,0,Loftus-Cheek,0.1,False,None,i,6,8,0.0,0,357,60,3624,376,0.0,0.0,Loftus-Cheek,0
0,0,0,0,0,0,209046,0,0,0,0,0.0,0,3,0.0,0.0,0,Callum,0.0,0,0,0.0,116,False,0.0,0,Achilles injury - Expected back 14 Sep,2019-06-25T11:30:07.083018Z,60,0,0,0,209046.jpg,0.0,0,0,Hudson-Odoi,0.1,False,None,i,6,8,0.0,0,2394,815,6402,681,0.0,0.0,Hudson-Odoi,0
0,0,23,None,None,0,88894,0,0,-2,2,77.2,0,3,1.5,2.0,1,Ross,1.0,4,0,21.0,117,False,34.4,206,,None,58,0,0,0,88894.jpg,1.3,0,0,Barkley,3.0,False,None,a,6,8,98.0,4,57478,1961,323860,23965,0.2,0.7,Barkley,0
1,2,57,None,None,0,85955,0,0,0,0,45.3,0,3,3.0,3.5,7,Jorge Luiz,2.5,8,0,12.3,118,False,54.0,322,,None,50,0,0,0,85955.jpg,2.5,0,0,Frello Filho,3.4,False,None,a,6,8,23.0,10,87877,17397,127720,11356,0.5,2.0,Jorginho,3
0,0,7,50,0,0,116594,0,0,0,0,19.3,0,3,0.5,0.0,0,N'Golo,0.5,2,0,6.0,119,False,23.0,107,Ankle injury - 50% chance of playing,2019-08-23T12:30:07.999173Z,50,0,0,0,116594.jpg,1.0,0,0,Kanté,5.3,False,None,d,6,8,18.0,2,127677,3275,271036,44107,0.1,0.4,Kanté,1
0,0,0,0,0,0,199598,0,0,0,0,0.0,0,3,0.0,0.0,0,Ethan,0.0,0,0,0.0,121,False,0.0,0,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,2019-07-22T13:30:07.199042Z,45,0,0,0,199598.jpg,0.0,0,0,Ampadu,0.0,False,None,n,6,8,0.0,0,344,33,936,105,0.0,0.0,Ampadu,0
2,0,44,None,None,0,176413,0,0,0,0,55.8,0,3,3.7,4.2,5,Christian,3.2,8,0,19.2,431,False,45.0,275,,None,75,0,0,0,176413.jpg,3.2,0,0,Pulisic,7.3,False,None,a,6,8,91.0,13,190298,11942,300597,35419,0.4,1.7,Pulisic,0
1,0,72,75,None,0,91651,0,0,0,0,60.7,0,3,3.0,3.5,2,Mateo,2.5,7,0,15.1,432,False,62.6,281,Achilles injury - 75% chance of playing,2019-09-03T10:30:13.861397Z,55,0,0,0,91651.jpg,2.5,0,0,Kovacic,1.2,False,None,d,6,8,28.0,10,43402,3939,44286,9624,0.5,1.8,Kovacic,0
0,0,38,None,None,0,103192,-1,1,-1,1,2.9,0,2,0.7,1.2,-1,Kurt,0.2,9,0,6.6,459,False,38.0,360,,None,49,1,0,0,103192.jpg,0.2,0,0,Zouma,2.4,False,None,a,6,8,31.0,1,39426,3472,94094,19299,0.0,0.2,Zouma,1
0,6,112,None,None,0,173879,1,-1,2,-2,71.7,2,4,7.5,8.0,13,Tammy,7.0,6,4,35.2,460,True,144.6,251,,None,72,0,0,0,173879.jpg,7.0,0,0,Abraham,13.9,False,None,a,6,8,138.0,28,838594,370655,145527,25681,1.0,3.9,Abraham,1
0,0,3,None,None,0,94245,0,0,-3,3,0.3,0,4,0.7,1.2,1,Michy,0.2,1,0,0.0,461,False,0.0,7,,None,67,0,0,0,94245.jpg,1.0,0,0,Batshuayi,0.4,False,None,a,6,8,0.0,1,4614,364,37649,2356,0.0,0.1,Batshuayi,0
0,0,0,0,None,0,167767,0,0,-1,1,0.0,0,3,0.5,1.0,0,Robert Kenedy,0.0,0,0,0.0,462,False,0.0,0,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:15.527764Z,54,0,0,0,167767.jpg,0.0,0,0,Nunes do Nascimento,0.1,False,None,n,6,8,0.0,0,663,105,2624,445,0.0,0.0,Kenedy,0
0,4,82,100,100,0,184341,1,-1,4,-4,123.1,0,3,6.0,6.5,2,Mason,5.5,9,2,40.9,463,False,126.2,360,,2019-08-24T14:00:14.355453Z,64,0,0,0,184341.jpg,5.5,0,0,Mount,20.0,False,None,a,6,8,159.0,22,1340224,201642,171317,51465,0.9,3.5,Mount,0
0,0,0,0,0,0,225796,0,0,0,0,0.0,0,2,0.0,0.0,0,Reece,0.0,0,0,0.0,506,False,0.0,0,Ankle injury - Expected back 14 Sep,2019-08-12T16:00:24.033193Z,50,0,0,0,225796.jpg,0.0,0,0,James,0.0,False,None,i,6,8,0.0,0,674,218,2591,219,0.0,0.0,James,0
0,0,14,None,None,0,194794,0,0,0,0,13.8,0,2,0.7,1.2,1,Fikayo,0.2,2,0,4.0,529,False,25.8,90,,None,45,0,0,0,194794.jpg,1.0,0,0,Tomori,0.1,False,None,a,6,8,0.0,1,2332,1114,1128,394,0.0,0.2,Tomori,0
0,0,1,None,None,0,243568,0,0,0,0,0.8,0,3,1.6,2.1,1,Billy,1.0,1,0,0.1,533,False,0.4,6,,None,45,0,0,0,243568.jpg,1.0,0,0,Gilmour,0.0,False,None,a,6,8,0.0,1,342,342,79,79,0.2,0.2,Gilmour,0
0,2,72,None,None,2,74230,1,-1,1,-1,33.4,1,2,5.5,6.5,6,Patrick,6.0,2,1,16.5,123,True,93.2,360,,None,56,0,0,0,74230.jpg,6.0,0,0,van Aanholt,10.9,False,None,a,7,31,39.0,24,361453,131658,117436,19969,1.1,4.3,van Aanholt,0
